train_loss,train_acc,val_loss,val_acc
5.113796488137714,0.014452856159669649,5.093312050955636,0.012857142857142857
4.75579726572949,0.03372333103922918,4.943498401641846,0.024285714285714285
4.4502746896422165,0.062284927735719205,4.7905203764779225,0.02857142857142857
4.172556408011166,0.08258774948382656,4.70207207271031,0.03142857142857143
3.9986839107374283,0.08671713695801789,4.541484966278076,0.04285714285714286
3.7919996583863775,0.11631108052305575,4.419851294926235,0.04857142857142857
3.6582031172879055,0.13936682725395733,4.336831749507359,0.05285714285714286
3.5344043969287595,0.1548520302821748,4.26158360345023,0.05857142857142857
3.400217637306891,0.17068134893324158,4.222266710826329,0.06
3.3260902332915,0.17343427391603577,4.138998323168074,0.07428571428571429
3.1599218453199227,0.19855471438403305,4.071728432519095,0.07714285714285714
3.1576024324255654,0.19683413626978666,4.0275021743774415,0.08857142857142856
3.146879769815549,0.21438403303509979,4.002189775194441,0.1
3.0402325436893367,0.21335168616655195,3.98812187058585,0.09714285714285714
2.959131846982532,0.229525120440468,3.936903076171875,0.09714285714285714
2.93192742942369,0.23606331727460428,3.9021302563803535,0.10428571428571429
2.90916053049333,0.23503097040605644,3.8843394729069303,0.10857142857142857
2.8438565448818744,0.2463867859600826,3.8775225639343263,0.11
2.9144966428393095,0.23468685478320717,3.8727038383483885,0.11142857142857143
2.9014099044629154,0.2384721266345492,3.8815253720964704,0.10428571428571429
2.7134678969281505,0.2601514108740537,3.5210479613712855,0.1357142857142857
2.409297528138919,0.30901582931865107,3.3759647069658554,0.15
2.2521670272411023,0.3441156228492774,3.25994970866612,0.15142857142857144
2.11288766719847,0.364762560220234,3.1836169488089423,0.17857142857142858
2.0173582933889285,0.38231245698554717,3.0762232725960867,0.18714285714285714
1.9409568973516318,0.41431520991052995,2.983820413861956,0.2
1.8368712823635451,0.4346180316586373,2.9453375230516707,0.21714285714285714
1.7626959690125499,0.4576737783895389,2.8830319118499754,0.22857142857142856
1.7131498467897597,0.47178251892635925,2.803208063670567,0.23857142857142857
1.6628306715224253,0.4769442532690984,2.770341295514788,0.2542857142857143
1.6229635357282446,0.4845147969717825,2.7501858724866595,0.26142857142857145
1.5486739101035794,0.5079146593255334,2.7135680185045516,0.26142857142857145
1.5427337172764872,0.5147969717825189,2.695700616836548,0.26285714285714284
1.536701397246028,0.5051617343427391,2.6868522650854927,0.2642857142857143
1.5258061988388187,0.5055058499655884,2.675894659587315,0.2714285714285714
1.4859157211601692,0.5251204404679972,2.6490547234671458,0.2814285714285714
1.4752173981663284,0.5172057811424638,2.632860416684832,0.28
1.4795678680056306,0.5141087405368203,2.609741655758449,0.2814285714285714
1.4726389598944887,0.516173434273916,2.63528258391789,0.2857142857142857
1.4569824376109544,0.5361321403991741,2.6392518561226983,0.28
