train_loss,train_acc,val_loss,val_acc
2.105043645735371,0.46593255333792155,2.4096949836186,0.42142857142857143
2.0949438435409453,0.48141775636613904,2.390825379235404,0.42
2.090168926687956,0.4728148657949071,2.405701563698905,0.43
2.1082341072892454,0.46558843771507225,2.420158839906965,0.4157142857142857
1.9240227533223624,0.5079146593255334,1.913753329685756,0.53
1.6505442862664923,0.5767377838953889,1.735685464314052,0.5728571428571428
1.515257030540881,0.604267033723331,1.5840466206414359,0.6185714285714285
1.3640524463167867,0.6593255333792154,1.4870259066990443,0.6342857142857142
1.2927496611292577,0.660013764624914,1.4206260343960353,0.6485714285714286
1.2133709291548707,0.6889194769442533,1.3610922040258135,0.6657142857142857
1.1568746027746286,0.7099105299380591,1.3235502180031369,0.6771428571428572
1.0962449554238578,0.7202339986235375,1.237972629070282,0.7128571428571429
1.0689930499461464,0.7350309704060565,1.2100896619047437,0.7085714285714285
0.9843734768613486,0.7474191328286304,1.1639303481578827,0.72
0.9241291743594864,0.776668960770819,1.1325458226885114,0.73
0.9021987191004665,0.7763248451479697,1.1060542282036372,0.7385714285714285
0.846457248749769,0.7980041293874742,1.0794665660176959,0.7371428571428571
0.8242114603478418,0.8035099793530627,1.0615700047356742,0.7385714285714285
0.7880178063964318,0.8152099105299381,1.0288943543604443,0.7471428571428571
0.742603968728926,0.8224363386097728,0.9883018843616758,0.76
0.7319263414686824,0.8255333792154164,0.9925422065598624,0.7685714285714286
0.72290714740425,0.8351686166551961,0.9441556876897812,0.7742857142857142
0.6711221434540037,0.8509979353062629,0.9360416000229972,0.7828571428571428
0.6569462419786867,0.8499655884377151,0.9308229365519115,0.7814285714285715
0.5958840609499281,0.8675154852030282,0.8953911604200091,0.7857142857142857
0.5961236100892567,0.8716448726772196,0.8902683680398124,0.7971428571428572
0.6075856858340117,0.8630419821059876,0.8807881874697548,0.7942857142857143
0.567880562027815,0.8764624913971094,0.8677569505146572,0.8028571428571428
0.5537941660744851,0.8843771507226428,0.8442993232182094,0.81
0.5444168189190538,0.8902271163110805,0.8269618213176727,0.7971428571428572
0.5199443985081835,0.8916035788024776,0.8125284046786172,0.8171428571428572
0.5140869326412637,0.8898830006882312,0.8090920808485577,0.8185714285714286
0.4864739185149146,0.9064005505849966,0.8208010583264487,0.81
0.505754241533962,0.891947694425327,0.8095322736671993,0.81
